seed,method,variant,r2,mse,ev,spearman,hr_frac,target
1,rl,countsall_plus_lr,0.33692873348034486,1.728301471093575,0.3072316552530122,0.5058608058608058,0.1724853515625,pc_cons
1,lr_only,lr_only,0.3294598993567654,1.7787485496477986,0.26815057497414696,0.5584706959706959,0.0,pc_cons
1,no_dropping,counts_only,0.28010614313125687,0.2984694436594013,0.278092925242839,0.5151237672927875,1.0,log_pc_cons
1,no_dropping,counts_plus_lr,0.42883184000207974,0.2311744245663004,0.42882871304100934,0.6018772893772893,1.0,log_pc_cons
1,no_dropping,countsall_plus_lr,0.42883184000207974,0.2311744245663004,0.42882871304100934,0.6018772893772893,1.0,log_pc_cons
1,fixed_center,counts_only,0.0412150392150195,0.3617662716668728,0.02892163207213949,0.23944757993585675,0.171875,log_pc_cons
1,fixed_center,counts_plus_lr,0.41506361218930254,0.22850154647673,0.39929767847386755,0.6013278388278387,0.171875,log_pc_cons
1,fixed_center,countsall_plus_lr,0.41506361218930254,0.22850154647673,0.39929767847386755,0.6013278388278387,0.171875,log_pc_cons
1,random,counts_only,0.015695289191829866,0.3706268784039732,0.004595431912320258,0.07612330721715171,0.171875,log_pc_cons
1,random,counts_plus_lr,0.4096365531689827,0.22909053871473603,0.3992875136886983,0.574496336996337,0.171875,log_pc_cons
1,random,countsall_plus_lr,0.4096365531689827,0.22909053871473603,0.3992875136886983,0.574496336996337,0.171875,log_pc_cons
1,stochastic,counts_only,0.009319705880980744,0.4075339762536886,-0.09437438739975468,-0.10499660713784968,0.171875,log_pc_cons
1,stochastic,counts_plus_lr,0.39271153339384807,0.23489021036622337,0.3810397774072062,0.5807692307692307,0.171875,log_pc_cons
1,stochastic,countsall_plus_lr,0.39271153339384807,0.23489021036622337,0.3810397774072062,0.5807692307692307,0.171875,log_pc_cons
1,green_tiles,counts_only,0.007601440571637576,0.3902641522030102,-0.04145062692041779,0.10767805262346009,0.171875,log_pc_cons
1,green_tiles,counts_plus_lr,0.3916184326592473,0.23405442658297296,0.38432314302400206,0.5767857142857142,0.171875,log_pc_cons
1,green_tiles,countsall_plus_lr,0.3916184326592473,0.23405442658297296,0.38432314302400206,0.5767857142857142,0.171875,log_pc_cons
1,counts_pred,counts_only,0.00012281341727560038,0.4252163134503346,-0.13988590571133463,-0.033147785416399754,0.171875,log_pc_cons
1,counts_pred,counts_plus_lr,0.4137971149241893,0.22834637474188207,0.4018488287000732,0.5819139194139193,0.171875,log_pc_cons
1,counts_pred,countsall_plus_lr,0.4137971149241893,0.22834637474188207,0.4018488287000732,0.5819139194139193,0.171875,log_pc_cons
